Position X,Position Y,Position Z
472.559,805.094,280.983
386.148,830.967,298.021
395.586,841.108,303.805
364.03,884.507,306.14
406.456,879.937,319.639
482.168,815.811,267.897
501.453,794.164,285.075
503.013,787.234,302.417
796.731,808.274,258.255
805.177,819.599,258.571
841.261,833.926,285.232
822.075,860.313,291.389
834.702,809.191,299.209
842.105,844.65,302.538
766.393,810.991,309.936
836.323,871.121,309.69
810.549,790.163,319.343
779.545,822.554,319.247
888.561,795.956,276.951
915.38,854.878,279.397
866.677,813.659,286.961
854.916,868.128,287.834
956.38,885.091,284.685
885.54,783.709,289.643
873.727,847.957,289.088
897.225,790.716,306.553
865.51,803.71,305.849
847.884,870.816,307.368
890.663,814.988,309.119
873.433,766.363,313.437
879.632,818.482,315.667
901.215,776.281,317.113
1044.07,869.976,280.628
992.173,872.8,306.763
1041.03,850.95,313.16
968.801,854.474,312.915
1166.2,802.216,302.823
1155.82,770.067,306.949
1171.04,793.612,310.341
1181.35,795.257,309.209
1236.02,795.518,283.149
1241.82,802.689,294.645
1251.19,802.792,301.559
1224.3,810.532,314.793
1215.95,813.583,317.121
1367.07,772.279,264.687
1323.59,773.177,317.443
500.836,944.133,260.225
483.083,951.009,267.501
485.107,921.819,285.946
841.415,900.958,290.793
819.82,891.814,297.553
775.924,898.042,298.763
830.123,913.002,299.424
780.884,911.062,302.698
828.911,930.55,303.102
807.983,897.876,304.843
794.583,903.289,309.363
744.133,907.882,310.354
782.127,912.429,317.967
885.009,899.227,257.488
899.676,925.625,260.74
903.837,956.288,261.504
949.42,898.787,267.866
932.562,911.443,265.868
942.342,906.348,269.279
905.931,918.487,269.891
912.482,946.206,268.689
911.543,908.681,283.363
864.171,905.485,298.266
941.294,910.404,298.516
866.186,929.304,302.626
973.14,899.904,273.739
966.126,888.208,278.723
977.388,885.914,296.437
1030.13,898.492,297.465
1010.87,903.679,311.289
1379.44,958.483,256.747
1345.16,951.721,278.122
1393.55,1002.09,280.08
1393.55,978.687,284.598
1359.78,967.618,317.464
1344.7,984.164,317.107
1356.29,986.313,319.808
1006.4,1124.15,310.931
1129.03,1101.81,257.085
1137.66,1104.4,258.429
1118.13,1122.96,262.983
1093.94,1084.24,267.83
1197.24,1085.95,281.376
1106.01,1107.16,284.465
1093.37,1110.23,286.049
1112.76,1067.33,291.418
1162.28,1037.19,295.657
1146.8,1045.61,295.279
1088.47,1077.32,293.985
1148.66,1115.59,305.606
1133.97,1109.85,318.045
1240.44,1020.03,258.669
1250.96,1033.78,266.232
1300.71,1051.67,268.876
1246.51,1045.3,274.286
1233.5,1043.76,277.24
1302.35,1071.78,290.802
1323.02,1046.44,292.706
1245.97,1062.72,294.069
1212.36,1064.1,294.285
1284.28,1042.53,305.17
1232.8,1043.95,306.424
1229.47,1068.66,308.412
1287.93,1072.01,310.658
1295.37,1103.96,311.733
1217.36,1070.27,314.496
1384.73,1107.82,258.094
1383.13,1122.74,258.931
1388.54,1039.22,262.242
1376.96,1039.93,262.531
1339.14,1042.79,260.013
1348.1,1031,289.3
1366.49,1020.52,306.064
1393.55,1096.31,310.039
1348.67,1024.52,318.458
722.219,1236.91,274.811
736.076,1245.88,278.873
770.803,1242.24,280.435
813.782,1214.58,288.317
803.136,1240.6,290.205
779.928,1241.35,290.005
794.816,1241.77,289.956
796.587,1210.6,298.201
746.479,1227.52,296.779
839.767,1230.43,296.123
819.653,1229.28,301.797
735.161,1237.79,311.236
956.45,1137.57,289.558
882.55,1206.47,292.953
955.321,1237.96,292.028
894.258,1218.88,306.589
1050.62,1143.89,267.415
1068.09,1150.58,265.929
1046.7,1137.79,296.596
1021.12,1142.87,298.616
1033.88,1145,296.571
1036.76,1232.79,297.699
1001,1176.81,302.01
1062.82,1131.33,308.043
1024.94,1170.63,313.177
1024.2,1208,314.662
1138.64,1128.14,266.223
1083.52,1150.8,266.961
1123.68,1128.91,274.077
1084.26,1152.26,278.721
1131.46,1142.18,284.855
1142.67,1133.15,309.041
1304.38,1232.65,293.703
1314.86,1225.07,298.557
1300.34,1236.28,317.86
1354.98,1191.46,259.911
1378.24,1200.74,257.319
1344.53,1203.17,261.854
1393.55,1139.06,267.813
1375.86,1217.14,275.647
1352.04,1232.26,285.553
1372.37,1184.58,294.488
1393.55,1185.04,293.77
1341.26,1224.38,294.146
1325.04,1223.35,296.9
1378.69,1230.54,300.722
1393.55,1244.13,302.442
1373.96,1228.55,317.449
327.669,1322.7,263.984
405.703,1346.48,277.941
398.938,1353.13,294.064
713.31,1274.79,272.92
650.487,1271.07,286.414
689.144,1282.63,286.295
705.268,1299.76,298.207
730.271,1254.28,274.657
745.27,1255.4,278.771
768.441,1264.23,298.074
803.532,1261,300.236
815.314,1252.24,304.469
807.52,1308.37,304.192
827.484,1276.88,308.436
788.597,1275.97,315.385
830.79,1296.33,312.147
737.126,1325.74,313.8
842.46,1262.14,288.608
955.805,1250.72,295.165
956.217,1266.14,300.809
935.129,1266.75,304.252
849.881,1252.47,309.017
1179.95,1306.82,256.449
1146.25,1282.92,272.988
1097.11,1311.25,278.09
1155.43,1295.9,285.019
1276.96,1326.78,259.859
1297.68,1311.57,267.776
1254.93,1340.49,274.507
1317.01,1276.06,278.39
1240.45,1260.85,281.042
1310.03,1357.83,283.548
1304.85,1276.02,293.357
1302.78,1290.17,294.99
1317.81,1317.61,294.488
1282.91,1262.71,299.459
1319.61,1297.33,297.17
1310.69,1359.67,298.543
1233.36,1271.09,302.015
1290.86,1292.67,302.793
1267.49,1359.38,301.652
1236.76,1351.52,305.321
1273.88,1278.89,308.097
1273.99,1304.84,318.868
1339.5,1258.36,260.969
1372.23,1274.16,265.408
1393.55,1351.54,267.132
1374.52,1287.78,269.767
1365.46,1300.46,270.766
1330.5,1325.65,273.297
1335.9,1322.78,278.357
1381.34,1356.16,276.436
1382.26,1259.16,290.115
1326.16,1304.12,293.56
1329.6,1251.64,305.293
1338.03,1339.22,305.66
1393.55,1357.69,304.416
1366.33,1254.68,311.284
1348.59,1320.31,313.64
1376.87,1283.6,317.78
1332.4,1316.59,317.644
382.508,1451.53,274.987
371.81,1472.46,294.598
409.925,1367.32,307.745
1133.02,1423.64,317.156
1234.72,1374.54,277.335
1267.64,1369.64,283.184
1326.44,1486.55,296.367
1360.13,1466.85,312.305
1372.59,1467.48,317.501
233.771,1564.24,265.94
232.856,1549.08,298.082
252.075,1524.46,289.594
257.705,1569.76,288.544
254.658,1534.19,294.869
264.089,1595.26,302.442
249.467,1556.01,311.299
483.916,1491.88,316.392
1178.49,1571.56,269.318
1164.98,1560.83,278.843
1135.53,1558.79,285.194
1192.95,1562.14,297.953
1110.63,1576.07,302.62
1114.35,1590.36,307.474
1152.27,1569.8,309.212
1367.04,1496.93,257.344
1351.62,1489.59,273.454
339.982,1619.25,293.024
324.992,1625.99,297.402
320.009,1608.66,318.151
889.957,1648.58,256.985
868.004,1646.91,270.481
906.468,1629.07,290.831
904.079,1725.47,289.702
919.596,1624.41,294.4
928.853,1697.85,303.837
906.014,1725.42,306.876
1128.07,1692.34,293.073
1110,1704.43,294.17
1145.2,1671.71,314.034
1141.37,1607.92,317.287
1149.5,1619.69,316.791
1322.66,1706.71,310.207
1231.36,1643.9,312.713
1366.38,1630.76,288.561
1352,1643.7,293.456
1389.47,1619.82,315.737
566.068,1839.94,314.331
664.621,1817.92,261.249
639.73,1816.62,287.326
928.35,1746.06,300.643
900.039,1761.31,304.801
914.409,1737.55,317.421
1266.14,1770.3,281.64
1273.36,1788.01,292.425
1302.56,1939.63,311.371
1317.03,277.282,334.978
810.162,354.781,328.574
1071.3,355.863,324.541
1077.01,380.611,328.386
1062.77,392.44,338.901
1053.1,396.058,340.219
1041.53,381.347,346.158
1077.73,381.117,345.091
1009.72,378.617,354.555
983.84,376.328,361.958
994.084,367.445,375.248
1031.71,389.267,375.918
1093.47,376.371,331.286
1130.58,369.814,346.002
1151.41,364.66,350.029
1099.16,379.716,353.702
1188.02,359.091,358.637
1093.84,389.118,381.264
1204.99,356.633,359.765
1233.74,331.854,373.075
1388.74,311.922,333.929
1339.09,311.392,352.931
1373.73,319.946,366.828
1339.44,297.089,379.805
883.643,505.055,358.05
1030.86,404.444,329.706
974.619,438.763,333.67
1349.19,445.765,325.405
1364.28,440.156,333.628
1393.55,426.176,340.848
475.38,637.916,364.178
527.682,624.294,346.964
565.368,568.139,350.054
518.95,620.186,350.512
581.352,567.761,358.267
509.795,623.667,361.956
509.382,605.135,382.915
651.13,579.308,333.239
632.13,582.426,350.309
618.216,582.687,366.886
773.992,627.45,326.334
832.172,597.992,329.656
766.533,608.884,362.508
730.858,601.938,364.44
825.358,602.802,366.948
837.492,569.587,373.619
863.774,623.081,334.068
857.405,618.245,338.166
902.329,609.73,347.795
951.911,589.072,352.889
1172.92,643.303,325.085
1179.65,635.395,347.447
1203.12,635.588,362.345
1229.32,628.673,343.231
1275.54,631.135,353.138
463.721,650.755,383.096
711.816,682.651,364.957
611.058,699.242,379.408
742.98,755.409,362.192
932.51,718.759,325.197
945.928,754.654,336.39
924.314,756.32,346.327
942.534,726.093,360.301
894.253,720.788,367.007
870.687,725.709,368.752
859.318,763.064,371.275
905.454,718.938,378.154
878.229,748.382,376.747
920.196,756.538,383.314
1075.6,697.885,326.012
1033.24,703.395,326.041
1051.68,705.783,326.808
1069.46,717.775,326.736
1043.19,722.711,325.191
1057.16,722.738,325.825
1015.59,733.104,328.87
997.814,733.704,328.886
1082.52,751.146,330.005
982.028,683.158,333.572
985.218,698.735,338.378
1074.85,701.113,336.316
1078.06,659.795,342.533
994.759,720.823,342.593
974.442,734.249,342.273
1068.11,752.622,343.413
984.421,718.952,351.275
1058.08,701.365,359.203
965.095,724.407,357.878
998.059,740.384,356.959
991.154,745.101,359.767
975.237,749.092,358.42
1082.05,684.874,361.675
1038.91,741.132,378.97
1006.25,733.854,382.049
1194.85,717.301,322.707
1107.2,719.296,327.669
1089.4,693.146,329.705
1129.94,693.527,328.045
1105.28,653.35,337.89
1099.8,679.562,339.249
1185.71,761.143,337.035
1109.59,675.977,347.637
1198.34,761.131,346.868
1092.91,690.97,349.263
1188.24,735.824,355.543
1119.08,702.826,356.315
1139.34,741.493,362.388
1152.27,718.003,364.75
1165.01,717.498,364.831
1147.37,724.709,370.044
1091.65,743.243,369.963
1088.21,760.313,377.582
1097.71,760.631,381.553
1234.87,696.626,321.89
1220.29,716.349,321.269
1257.1,695.823,331.36
1260.73,729.95,330.565
1222.78,653.031,335.497
1208.82,654.578,337.578
1242.93,729.805,336.819
1231.51,761.003,342.46
1224.13,729.848,345.713
1273.36,694.882,362.565
1241.76,696.302,367.724
1254.11,697.223,365.906
1227.95,704.579,368.843
1215.5,708.707,368.785
1207.64,750.097,374.248
1208.09,761.883,377.503
1376.34,704.126,332.475
1378.59,669.878,350.172
1354.48,672.471,351.86
1324.72,672.564,376.667
830.7,794.466,322.207
794.443,821.806,328.934
824.906,778.495,341.965
842.185,769.614,357.976
726.443,774.158,359.411
805.896,803.705,371.507
