763.728,863.369,365.162,CXCL12,YP5,50.7522,-0.0878487,35.8658,14.2361
760.182,856.817,388.074,CXCL12,YP5,43.2186,-14.9544,50.6387,1.91304
765.387,871.823,413.023,CXCL12,YP5,39.8905,-13.3184,25.0507,1.82485
856.087,858.154,400.401,CXCL12,YP5,42.0287,0.656259,0.90088,2.71132
843.755,875.666,405.593,CXCL12,YP5,33.1076,5.18504,8.75049,4.79265
826.63,863.389,421.458,CXCL12,YP5,29.4443,2.29766,-0.325057,15.5679
1183.59,859.95,382.741,CXCL12,YP5,51.8976,10.0856,6.6138,17.2626
1173.71,872.426,396.748,CXCL12,YP5,44.1215,7.5736,5.12151,8.82575
1216.55,874.649,397.876,CXCL12,YP5,62.5035,12.1323,13.9322,5.47586
1736.03,846.566,361.724,CXCL12,YP5,88.7498,31.1157,30.8365,8.50526
1757.46,869.085,416.555,CXCL12,YP5,47.8787,1.00085,1.59165,3.25204
776.613,989.236,365.185,CXCL12,YP5,50.8827,1.65612,-2.00335,3.26192
746.796,997.662,376.616,CXCL12,YP5,41.3341,-0.814663,-1.28387,4.25293
718.031,896.426,381.272,CXCL12,YP5,53.4103,-15.2925,20.203,10.1923
743.947,955.877,381.647,CXCL12,YP5,51.6389,34.7217,40.5669,2.51254
802.43,924.288,392.555,CXCL12,YP5,29.2601,-2.90246,-6.82138,1.94195
715.736,912.324,398.017,CXCL12,YP5,49.6738,-17.3706,-0.698169,2.12111
790.907,955.213,411.605,CXCL12,YP5,32.2118,-0.908082,-5.08425,8.59959
783.693,972.343,418.097,CXCL12,YP5,27.5158,9.76935,-5.23863,12.226
776.956,985.818,421.666,CXCL12,YP5,24.3166,5.4011,-4.91351,3.13371
812.68,886.513,362.146,CXCL12,YP5,52.4864,-3.40501,-5.25909,26.98
846.746,955.076,362.261,CXCL12,YP5,62.85,-2.09372,-1.76475,2.25775
904.111,990.522,376.616,CXCL12,YP5,60.7366,17.8499,-1.57536,12.8146
804.852,916.9,386.455,CXCL12,YP5,32.9241,-4.8016,-6.65704,5.03074
807.831,936.096,406.948,CXCL12,YP5,26.2134,6.95574,3.10403,10.8266
