Position X,Position Y,Position Z
1367.02,5276.12,1794.32
1386.53,5336.09,1796.86
1363.57,5356.41,1801.79
1321.81,5278.56,1809.74
1407.77,5354.35,1817.64
1520.54,5278.11,1762
1446.43,5269.08,1768.58
1422.48,5358.54,1776.41
1448.36,5337.27,1791.59
1487.98,5351.54,1804.84
1487.45,5277.35,1823.04
1546.87,5263.59,1790.06
1557.14,5274.86,1813.25
1624.04,5272.41,1823.61
1593.28,5290.38,1822.47
1803.28,5348.45,1776.97
1892.77,5365.64,1786.28
1800.82,5338.67,1793.62
1797.18,5332.05,1804.76
1803.28,5275.78,1809.05
1791.4,5334.3,1823.33
1997.93,5255.27,1786.47
1941.64,5338.31,1795.69
1910.25,5361.56,1807.13
1994.9,5365.27,1812.56
2135.61,5266.25,1762
2051.48,5273.37,1774.56
2136.18,5253.61,1780.74
2047.94,5296.66,1799.27
2029.44,5320.58,1808.81
2146.07,5276.03,1762
2153.44,5275.63,1811.15
2158.89,5292.93,1810.17
2143.57,5270.58,1823.91
2178.87,5274.8,1822.85
2192.92,5314.3,1822.49
2340.57,5259.66,1762
2308.51,5303.38,1764.2
2337.91,5335.11,1767.86
2333.9,5270.1,1778.01
2323.1,5284.88,1796.5
2276.36,5293.97,1808.6
2459.59,5262.78,1762
2459.59,5325.32,1762
2459.59,5256.9,1805.85
2384.01,5345.62,1809.61
971.967,5371.97,1764.13
1032.04,5434.39,1781.61
1039.73,5423.57,1803.14
1070.37,5385.15,1799.36
1062.57,5418.95,1810.43
1209.19,5432.02,1762
1269.01,5481.81,1762
1191.81,5436.6,1764.44
1278.92,5405.53,1781.95
1248.86,5456.43,1780.53
1280.05,5461.55,1790.19
1183.05,5401.81,1799.36
1258.91,5449.6,1802.83
1366.14,5382.73,1762
1368.61,5406.96,1762
1329.81,5460.54,1762
1394.48,5427.43,1765.6
1304.51,5453.92,1771.03
1371.16,5423.82,1776.17
1404.15,5423.97,1778.63
1336.76,5431.63,1781.3
1317.98,5423.81,1816.22
1342.1,5420.16,1823.15
1500.06,5382.37,1779.2
1769.08,5481.66,1762
1742.31,5420.9,1788.04
