246.119,1336.93,132.5,CXCL12,OP3,156.789,47.8641,82.1143,90.0392
215.311,1324.89,142.706,CXCL12,OP3,93.5397,82.1202,12.5283,45.259
277.555,1350.3,151.595,CXCL12,OP3,94.3101,89.5212,-7.14283,77.6371
228.592,1337.17,168.982,CXCL12,OP3,149.512,81.4949,57.7954,136.619
223.37,1333.5,180.718,CXCL12,OP3,97.861,-0.519875,93.7004,16.3083
612.151,1340.6,192.091,CXCL12,OP3,89.739,50.2773,0.708032,27.0806
263.673,1356.8,152.179,CXCL12,OP3,136.982,39.7124,-0.717868,67.935
645.157,1357.84,201.889,CXCL12,OP3,65.7384,43.7381,58.2347,29.6231
2251.34,1518.87,190.241,CXCL12,OP3,397.038,25.5018,126.918,120.352
2261.46,1503.09,201.975,CXCL12,OP3,309.863,72.6876,207.153,170.142
2541.57,1370.75,180.687,CXCL12,OP3,313.253,64.2751,224.106,147.66
2550.77,1397.8,183.094,CXCL12,OP3,238.455,61.9081,63.6694,38.7413
2566.26,1354.95,188.473,CXCL12,OP3,246.728,157.485,158.665,109.583
2553.85,1407.02,195.08,CXCL12,OP3,250.615,165.669,67.4236,65.0486
699.414,1661.56,152.562,CXCL12,OP3,89.1428,-1.58412,67.4408,30.6753
687.642,1661.6,167.678,CXCL12,OP3,92.3447,-1.18381,154.264,19.3264
682.724,1714.65,167.968,CXCL12,OP3,90.7542,-9.34102,63.4474,34.1514
684.804,1640.56,171.996,CXCL12,OP3,72.2551,-5.79424,166.428,17.2427
685.047,1652.43,170.838,CXCL12,OP3,84.0616,13.0791,14.9503,32.777
688.046,1670.6,172.106,CXCL12,OP3,51.382,33.7765,10.2487,29.5736
690.644,1693.47,183.512,CXCL12,OP3,52.8904,-6.8981,-1.35443,22.6205
711.052,1623.77,185.167,CXCL12,OP3,46.8262,-8.59288,-1.43463,21.5395
687.819,1709,193.045,CXCL12,OP3,52.4856,30.2647,-5.58239,31.0883
761.206,1726.59,201.824,CXCL12,OP3,55.264,45.918,11.4209,34.1132
687.061,1722.04,209.888,CXCL12,OP3,48.9575,-9.09536,-2.17634,22.3313
728.292,1764.78,168.272,CXCL12,OP3,209.582,37.164,-6.49358,56.2474
1194.34,1924.43,161.331,CXCL12,OP3,103.54,-0.519916,83.4281,4.11235
1152.02,1774.31,172.222,CXCL12,OP3,69.2172,22.0296,41.8855,46.4985
1178.48,1808.65,192.297,CXCL12,OP3,55.099,0.287899,24.8847,29.1129
1179.69,1797.21,206.702,CXCL12,OP3,68.6435,-12.7939,50.4472,11.8942
2141.17,1847.11,173.356,CXCL12,OP3,99.83,74.2568,-4.75033,80.8216
2202.13,1805.57,202.634,CXCL12,OP3,80.7066,19.2457,-6.74519,38.172
2109.58,1845.47,202.748,CXCL12,OP3,83.6525,80.4395,-5.80236,32.9027
2172.34,1883.06,209.677,CXCL12,OP3,81.7436,4.83399,60.1258,48.3158
2243.52,1863.8,204.363,CXCL12,OP3,60.8111,-2.58645,125.38,58.1731
2240.73,1899.29,204.198,CXCL12,OP3,69.4601,-0.123942,-4.81951,18.9924
1255.7,1993.51,156.302,CXCL12,OP3,59.8547,24.0881,132.963,90.5919
1201.93,2006.27,163.565,CXCL12,OP3,76.5564,53.3189,139.099,82.86
1202.91,1967.41,170.72,CXCL12,OP3,68.9499,8.47066,5.39645,32.6941
1253.31,1944.33,177.017,CXCL12,OP3,63.7147,-6.62759,-6.23738,8.2723
1211.85,1984.68,190.195,CXCL12,OP3,132.05,27.5676,131.996,25.1432
1213.35,2048.39,192.076,CXCL12,OP3,122.894,45.3589,139.666,25.4781
1210.54,1940.41,196.574,CXCL12,OP3,106.13,51.1967,28.3756,36.0691
1214.76,1996.32,198.031,CXCL12,OP3,118.177,63.8019,66.9517,60.7781
1217.09,2069.67,202.215,CXCL12,OP3,183.294,12.4682,19.9418,31.76
1299.47,1980.3,183.546,CXCL12,OP3,80.9293,50.2318,22.738,38.7893
1267,1982.56,182.663,CXCL12,OP3,77.694,61.8855,-4.78072,36.4873
1272.55,1990.22,199.254,CXCL12,OP3,136.05,94.0982,-7.90329,38.3065
1614.34,2010.16,198.875,CXCL12,OP3,86.3856,69.158,-6.46695,60.3097
1624.83,2007.65,202.759,CXCL12,OP3,80.847,57.9318,-4.80294,28.4606
