
Detailed
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
2076,-4094.22,1874,µm,Spot,Position,1,16357,
2074.91,-4069.27,1879.19,µm,Spot,Position,1,16363,
2076.13,-4028.91,1898.35,µm,Spot,Position,1,16366,
2082.61,-3996.73,1920.91,µm,Spot,Position,1,16375,
2727.75,-4098.66,1929.98,µm,Spot,Position,1,16485,
2750.39,-4078.56,1929.69,µm,Spot,Position,1,16486,
2006.91,-3958.61,1874,µm,Spot,Position,1,16491,
2000.37,-3956.31,1874,µm,Spot,Position,1,16492,
1994.16,-3950.19,1905.56,µm,Spot,Position,1,16502,
1948.78,-3871.29,1918.99,µm,Spot,Position,1,16507,
1949.93,-3887.13,1923.3,µm,Spot,Position,1,16509,
1950.48,-3904.62,1927.21,µm,Spot,Position,1,16510,
1952.67,-3918.5,1930.67,µm,Spot,Position,1,16511,
2006.73,-3956.92,1935.44,µm,Spot,Position,1,16513,
1935.41,-3760.32,1874,µm,Spot,Position,1,16609,
2033.26,-3774.22,1885.37,µm,Spot,Position,1,16611,
2036.14,-3779.1,1888.43,µm,Spot,Position,1,16612,
1935.41,-3788.06,1895.45,µm,Spot,Position,1,16613,
1935.41,-3777.13,1894.23,µm,Spot,Position,1,16614,
1941.35,-3808.09,1903.26,µm,Spot,Position,1,16615,
1945.1,-3853.18,1911.39,µm,Spot,Position,1,16618,
1944.5,-3828.03,1910.15,µm,Spot,Position,1,16619,
2044.17,-3803.8,1917.47,µm,Spot,Position,1,16621,
2063.95,-3793.16,1874,µm,Spot,Position,1,16624,
2059.53,-3711.79,1874,µm,Spot,Position,1,16739,
2058.72,-3686.05,1874,µm,Spot,Position,1,16741,
2059.05,-3611.13,1874,µm,Spot,Position,1,16820,
2065.03,-3546.29,1919.32,µm,Spot,Position,1,16827,
2106.62,-3523.96,1933.87,µm,Spot,Position,1,16830,
2007.68,-3484.87,1874,µm,Spot,Position,1,16890,
2015.9,-3463.19,1874,µm,Spot,Position,1,16891,
2055.25,-3413.08,1874,µm,Spot,Position,1,16893,
2040.49,-3404.28,1874,µm,Spot,Position,1,16894,
2102.9,-3389.29,1874,µm,Spot,Position,1,16900,
2081.45,-3417.64,1930.94,µm,Spot,Position,1,16904,
2451.26,-3449.18,1874,µm,Spot,Position,1,16938,
2450.34,-3463.93,1901.37,µm,Spot,Position,1,16942,
2454.27,-3476.91,1918.11,µm,Spot,Position,1,16944,
2456.01,-3484.75,1926.65,µm,Spot,Position,1,16945,
2456.48,-3493.51,1933.53,µm,Spot,Position,1,16947,
2018.08,-3300.4,1874,µm,Spot,Position,1,17014,
2038.6,-3299.49,1883.22,µm,Spot,Position,1,17019,
2053.56,-3314.83,1902.22,µm,Spot,Position,1,17022,
1935.41,-3347.68,1911.08,µm,Spot,Position,1,17023,
2045.72,-3320.09,1912.91,µm,Spot,Position,1,17024,
1945.96,-3302.1,1928.38,µm,Spot,Position,1,17026,
2076.98,-3276.86,1909.96,µm,Spot,Position,1,17040,
2034.76,-3142.42,1874,µm,Spot,Position,1,17126,
2063.08,-3168.99,1894.71,µm,Spot,Position,1,17151,
2140.51,-3198.79,1918.69,µm,Spot,Position,1,17162,
2145.17,-3182.89,1918.07,µm,Spot,Position,1,17164,
2144.12,-3180.84,1924.96,µm,Spot,Position,1,17171,
2121.76,-3140.57,1929.1,µm,Spot,Position,1,17175,
2127.72,-3222.84,1934.62,µm,Spot,Position,1,17176,
